genes,reaction,geneKO,maxATPafterKO,growthAcrossCond,closeness,degree,betweenness,pagerank,reversible,Vmin,Vmax,PFBAflux,kcat,MW,Acetyl,Phos
B3GNT3,AG13T10g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T11g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T12g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T13g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T14g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T15g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T16g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T17g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T18g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T1g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T2g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T3g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T4g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T5g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T6g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T7g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T8g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,AG13T9g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT310g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT311g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT312g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT313g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT314g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT315g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT31g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT32g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT33g,1,0.3889356,1,8.45954E-05,227,6641.056379,0.000431913,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT34g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT35g,1,0.3889356,1,8.45954E-05,227,6641.056379,0.000431913,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT36g,1,0.3889356,1,7.73285E-05,34,3447.108928,0.000283145,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT37g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT38g,1,0.3889356,1,8.46322E-05,228,3533.638469,0.000400967,0,0,0,0,4.523561956,42534,0,0
B3GNT3,B3GNT39g,1,0.3889356,1,8.46322E-05,228,848.1799757,0.000382095,0,0,0,0,4.523561956,42534,0,0
B3GNT4,AG13T10g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T11g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T12g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T13g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T14g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T15g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T16g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T17g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T18g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T1g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T2g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T3g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T4g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T5g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T6g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T7g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T8g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT4,AG13T9g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,42310,0,0
B3GNT5,B3GNT51g,1,0.3889356,1,8.45954E-05,227,163.239169,0.000356607,0,0,0,0,4.523561956,44053,0,0
B3GNT6,CORE3GTg,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,47119,0,0
B3GNT7,AG13T10g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T11g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T12g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T13g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T14g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T15g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T16g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T17g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T18g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T1g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T2g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T3g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T4g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T5g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T6g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T7g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T8g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B3GNT7,AG13T9g,1,0.3889356,1,8.45678E-05,226,40.24858283,0.000346679,0,0,0,0,4.523561956,45987,0,0
B4GALNT1,GALGT1,1,0.3889356,1,8.46046E-05,227,191.9408984,0.000357871,0,0,0,0,4.523561956,58882,0,0
B4GALNT1,GALGT2,1,0.3889356,1,8.4577E-05,226,68.42888365,0.000347943,0,0,0,0,4.523561956,58882,0,0
B4GALNT1,GALGT3,1,0.3889356,1,8.46138E-05,227,608.6950688,0.000369269,0,0,0,0,4.523561956,58882,0,0
B4GALNT1,GALGT4,1,0.3889356,1,8.46138E-05,227,774.4383447,0.000372985,0,0,0,0,4.523561956,58882,0,0
B4GALT1,G14T10g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T11g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T12g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T13g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T14g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T15g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T16g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T17g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T18g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T19g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T20g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T21g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T2g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T3g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T4g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T5g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T6g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T7g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T8g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14T9g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,G14Tg,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,-7.356975042,43920,0,0
B4GALT1,UGALGTg,1,0.3889356,1,8.48076E-05,228,1669.237463,0.000373145,0,0,0,0,-7.356975042,43920,0,0
B4GALT3,G14T10g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T11g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T12g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T13g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T14g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T15g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T16g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T17g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T18g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T19g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T20g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T21g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T2g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T3g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T4g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T5g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T6g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T7g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T8g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14T9g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT3,G14Tg,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,43928,0,0
B4GALT5,G14T10g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T11g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T12g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T13g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T14g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T15g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T16g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T17g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T18g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T19g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T20g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T21g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T2g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T3g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T4g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T5g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T6g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T7g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T8g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14T9g,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT5,G14Tg,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,45119,0,0
B4GALT7,GALTg,1,0.3889356,1,8.45954E-05,227,2296.84206,0.000368584,0,0,0,0,12.31231575,37406,0,0
BAAT,BAAT1x,1,0.388935618,1,6.84717E-05,49,310.1071237,0.000298319,0,0,0,0,4.523561956,46299,0,0
BAAT,BAAT2x,1,0.388935618,1,7.15652E-05,46,1234.536044,0.000276608,0,0,0,0,4.523561956,46299,0,0
BAAT,BAAT3x,1,0.388935618,1,6.83694E-05,49,6722.727251,0.000369025,0,0,0,0,4.523561956,46299,0,0
BAAT,BAAT4x,1,0.388935618,1,6.83694E-05,49,6722.727251,0.000369025,0,0,0,0,4.523561956,46299,0,0
BAAT,BAAT5x,1,0.388935618,1,7.1552E-05,46,7651.63186,0.000347164,0,0,0,0,4.523561956,46299,0,0
BBOX1,BBHOX,1,0.3889356,1,9.42523E-05,225,6736.183267,0.000313094,0,0,0,0,2.40599236,44715,0,0
BCAT1,ILETA,1,0.3889356,1,8.96669E-05,59,3557.651031,0.000172131,1,0,900,0.045831521,10.07012094,42966,0,0
BCAT1,LEUTA,1,0.3889356,1,8.96772E-05,60,3454.796925,0.000177642,1,0,900,0.037528269,10.17430154,42966,0,0
BCAT1,VALTA,1,0.3889356,1,8.96669E-05,59,3557.651031,0.000172131,1,0,900,0.03640469,10.27146303,42966,0,0
BCAT2,ILETAm,1,0.38893561,1,8.18964E-05,41,536.3241616,0.000152475,1,-900,0.045831521,0,10.07012094,44288,0,0
BCAT2,LEUTAm,1,0.38893561,1,8.19051E-05,41,531.5907893,0.000150289,1,-900,0.037528269,0,10.17430154,44288,0,0
BCAT2,VALTAm,1,0.38893561,1,8.18964E-05,41,536.3241616,0.000152475,1,-900,0.03640469,0,10.27146303,44288,0,0
BCKDHA,OIVD1m,0.944418761,0.362235216,0,8.50022E-05,155,464.8929275,0.000305877,0,0.037528269,0.037528269,0.037528269,3.232660757,50471,0,0
BCKDHA,OIVD2m,0.944418761,0.362235216,0,8.50022E-05,155,465.5605147,0.000306004,0,0.03640469,0.03640469,0.03640469,3.232660757,50471,0,0
BCKDHA,OIVD3m,0.944418761,0.362235216,0,8.50022E-05,155,465.5599339,0.000306004,0,0.045831521,0.045831521,0.045831521,3.232660757,50471,0,0
BCMO1,BCDO,1,0.3889356,1,8.83127E-05,114,3478.408115,0.000187492,0,0,0,0,4.523561956,62637,0,0
BHMT,BHMT,1,0.3889356,1,8.38386E-05,13,1930.820802,0.000121886,0,0,2.142306472,0,6.459431619,44998,0,0
BHMT2,BHMT,1,0.3889356,1,8.38386E-05,13,1930.820802,0.000121886,0,0,2.142306472,0,4.523561956,40354,0,0
BLVRA,BILIRED,1,0.3889356,1,0.000113876,632,3736.912837,0.000434243,0,0,0,0,6.566815154,33428,1,0
BLVRB,BILIRED,1,0.3889356,1,0.000113876,632,3736.912837,0.000434243,0,0,0,0,6.566815154,22119,0,0
BPNT1,BPNT,1,0.3889356,1,0.000109283,524,1572.621223,0.000393187,0,0,736.6593735,0,4.459431619,33392,0,0
BPNT1,BPNT2,1,0.3889356,1,0.000107859,473,767.3518941,0.000340451,0,0,900,0,4.459431619,33392,0,0
BTD,BTND1,1,0.388935602,1,0.000105318,416,3923.46725,0.000350959,0,0.01,900,0.01,-14.03002585,61133,0,0
BTD,BTND1n,1,0.388935602,1,7.39115E-05,22,222.170011,0.000208877,0,0.01,900,0.01,-14.03002585,61133,0,0
BTD,BTNDe,1,0.388935602,1,8.4366E-05,58,235.8437756,0.000219477,0,0,0,0,-14.03002585,61133,0,0
BTD,BTNDm,1,0.388935602,1,8.66018E-05,125,2.914419547,0.000215281,0,0.01,900,0.01,-14.03002585,61133,0,0
C1GALT1,N3Tg,1,0.3889356,1,8.4577E-05,226,43.05637853,0.000346749,0,0,0,0,4.523561956,42203,0,0
C9orf95,RNMK,1,0.3889356,1,0.000117222,718,2456.9426,0.000507696,0,0,736.6593735,0,4.523561956,23193,0,0
CA1,H2CO3D,1,0.3889356,1,0.000105403,446,426.6419307,0.000319814,1,1.853323877,900,1.853323877,4.523561956,28870,0,0
CA13,H2CO3D,1,0.3889356,1,0.000105403,446,426.6419307,0.000319814,1,1.853323877,900,1.853323877,4.523561956,29443,0,0
CA14,H2CO3D,1,0.3889356,1,0.000105403,446,426.6419307,0.000319814,1,1.853323877,900,1.853323877,4.523561956,37668,0,0
CA2,H2CO3D,1,0.3889356,1,0.000105403,446,426.6419307,0.000319814,1,1.853323877,900,1.853323877,4.523561956,29246,0,0
CA3,H2CO3D,1,0.3889356,1,0.000105403,446,426.6419307,0.000319814,1,1.853323877,900,1.853323877,4.523561956,29557,0,0
CA4,H2CO3D,1,0.3889356,1,0.000105403,446,426.6419307,0.000319814,1,1.853323877,900,1.853323877,4.523561956,35032,0,0
CA5A,H2CO3Dm,1,0.3889356,1,8.70379E-05,149,92.3656728,0.000255322,1,-900,900,0,4.523561956,34750,0,0
CA5B,H2CO3Dm,1,0.3889356,1,8.70379E-05,149,92.3656728,0.000255322,1,-900,900,0,4.523561956,22622,0,0
CA9,H2CO3D,1,0.3889356,1,0.000105403,446,426.6419307,0.000319814,1,1.853323877,900,1.853323877,4.523561956,49698,0,0
CAD,ASPCTr,0,0.3889356,0.058139535,0.000115947,717,876.6071923,0.000476153,1,0.020876104,3.801412295,0.020876104,6.311067102,93231,0,1
CAD,CBPS,0,0.3889356,0.058139535,0.000126385,955,26471.9972,0.000839448,0,0.020876104,3.801412295,0.020876104,6.311067102,93231,0,1
CAD,DHORTS,0,0.3889356,0.058139535,0.000120697,778,2127.384662,0.000511748,1,-3.801412295,-0.020876104,-0.020876104,6.311067102,93231,0,1
CANT1,NDP10ex,1,0.3889356,0.988372093,8.67466E-05,95,414.7758316,0.000231754,0,0,0,0,-5.965784285,44840,0,0
CANT1,NDP3ex,1,0.3889356,0.988372093,8.67466E-05,95,414.7758316,0.000231754,0,0,0,0,-6.795859283,44840,0,0
CANT1,NDP7ex,1,0.3889356,0.988372093,8.67466E-05,95,414.7758316,0.000231754,0,0,0,0,-4.293358943,44840,0,0
CANT1,NDP8ex,1,0.3889356,0.988372093,8.67466E-05,95,414.7758316,0.000231754,0,0,0,0,-4.293358943,44840,0,0
CANT1,NTP3e,1,0.3889356,0.988372093,8.67466E-05,95,414.7758316,0.000231754,0,0,0,0,-4.676687582,44840,0,0
CAT,CAT2p,1,0.388935604,0.953488372,7.4378E-05,55,281.7538091,0.000304031,0,0,0,0,19.06381637,59756,1,0
CAT,CATm,1,0.388935604,0.953488372,8.696E-05,125,53.52658149,0.000216857,0,0,3.367945721,0.001570591,19.06381637,59756,1,0
CAT,CATp,1,0.388935604,0.953488372,7.4721E-05,56,34.28905015,0.000295095,0,0,3.367945721,0,19.06381637,59756,1,0
CBR1,CBR1,1,0.3889356,1,0.000113842,631,578.2449538,0.000417528,0,0,0,0,4.64385619,30375,0,0
CBR1,CBR2,1,0.3889356,1,0.000113876,633,5072.878964,0.000474197,0,0,0,0,4.64385619,30375,0,0
CBS,CYSTS,0.978047135,0.380035472,0.848837209,0.000104371,425,1705.901616,0.000339271,0,0.047921378,0.047921378,0.047921378,5.285402219,60587,0,0
CBS,SELCYSTS,0.978047135,0.380035472,0.848837209,0.000104301,423,1275.672311,0.000329255,0,0,0,0,5.285402219,60587,0,0
CCBL1,3HKYNAKGAT,1,0.3889356,1,8.96462E-05,58,77.11401258,0.000127492,0,0,0,0,4.523561956,47875,0,0
CCBL1,KYNAKGAT,1,0.3889356,1,8.97082E-05,59,83.05489307,0.000128018,0,0,0,0,4.523561956,47875,0,0
CD38,ADPRIBt,1,0.388935606,1,8.11954E-05,3,0.069314625,4.83512E-05,0,0,0,0,4.523561956,34328,0,0
CD38,NADNe,1,0.388935606,1,8.6737E-05,93,558.3992743,0.000248864,0,0,0,0,4.523561956,34328,0,0
CD38,NADPNe,1,0.388935606,1,8.67273E-05,92,443.0138409,0.000234545,0,0,0,0,4.523561956,34328,0,0
CDA,CYTD,1,0.3889356,1,0.000121129,801,10748.60178,0.000596159,0,0,900,0,2.263034406,16185,0,0
CDA,DCYTD,1,0.3889356,1,0.00012096,792,6637.541054,0.000561609,0,0,900,0,1.807354922,16185,0,0
CDO1,CYSO,0.977886069,0.380035472,0.023255814,0.000115328,692,3722.374292,0.000492393,0,0.096561847,0.096561847,0.096561847,0.765534746,22972,0,0
CDS1,CDS,1,0.3889356,1,0.00011612,691,6001.963024,0.000521468,0,0,736.6593735,0,3,53304,0,0
CDS2,CDSm,1,0.3889356,1,8.64574E-05,215,679.7061774,0.000324957,0,0.01,2.160755572,0.01,3,114601,0,0
CEPT1,CEPTC,1,0.3889356,1,0.000114597,640,4755.211273,0.000482109,0,0,900,0.072650927,4.523561956,46554,0,0
CEPT1,CEPTE,1,0.3889356,1,0.000114563,638,6708.593001,0.000475685,0,0,900,0,4.523561956,46554,0,0
CES2,COKECBESr,1,0.3889356,1,8.45403E-05,141,6774.717233,0.000505455,0,0,0,0,4.523561956,61807,0,0
CH25H,CH25H,1,0.3889356,1,8.51325E-05,149,1160.260573,0.000470252,0,0,0.066947077,0,4.523561956,31745,0,0
